"ID","Area","Feature","User Story","Expected Behavior (from code)","Code Refs","Status","Test Result","Issues Found","Fix Applied","Re-test Result"
"F498","Transcription","Benchmark this device","As a user, I want to benchmark the active model on my hardware, so that I can judge if on-device speed is acceptable.","Benchmark this device calls whisper:benchmark (10s sample) and displays ""model - Nx RTF"" or a classified failure (audio_invalid/generic) only when it matches the active model.","apps/x/apps/renderer/src/components/settings/transcription-settings.tsx:225; apps/x/apps/main/src/ipc.ts:1318","Tested","Pass (traced)","","",""
"F499","Transcription","Local mic check (dogfood diagnostic)","As a user, I want to record a known sentence and see what the local engine transcribes, so that I can confirm my mic and Whisper work end-to-end.","The dogfood panel records mic PCM (with a live level meter), then calls whisper:diagnose against the expected ""the quick brown fox..."" text and shows model, accel, duration, success/failure code, and the transcript.","apps/x/apps/renderer/src/components/settings/local-speech-dogfood-panel.tsx:49; apps/x/apps/main/src/ipc.ts:1286","Tested","Pass (traced)","","",""
"F500","Transcription","Meeting recording (dual-channel mic + system audio)","As a user, I want to record a meeting capturing both my mic and system audio into a transcript note, so that I get speaker-attributed minutes.","start() sets up mic (echo/noise/AGC) and getDisplayMedia loopback, merges them into stereo PCM (ch0=mic/""You"", ch1=system), streams to Deepgram or the local whisper stream, and writes a frontmatter meeting note under knowledge/Meetings with debounced updates.","apps/x/apps/renderer/src/hooks/useMeetingTranscription.ts:276; apps/x/apps/renderer/src/hooks/useMeetingTranscription.ts:546","Tested","Pass (traced)","","",""
"F501","Transcription","Cloud meeting speaker diarization","As a user, I want each speaker labeled in cloud meeting transcripts, so that I can tell who said what.","The Deepgram WS uses diarize/multichannel; the mic channel is labeled ""You"" and system-audio words use Deepgram's speaker IDs as ""Speaker N"" (else ""System audio""), coalescing consecutive same-speaker text.","apps/x/apps/renderer/src/hooks/useMeetingTranscription.ts:470; apps/x/apps/renderer/src/hooks/useMeetingTranscription.ts:10","Tested","Pass (traced)","","",""
"F502","Transcription","On-device meeting streaming","As a privacy-minded user, I want meetings transcribed locally in near real time, so that no meeting audio is uploaded.","openWhisperStream runs an energy-VAD segmenter per channel (mic to ""you"", system to ""other""), batch-transcribes closed segments via whisper:openStream/MessagePort with credit-based backpressure, and on stop drains trailing finals before the final write.","apps/x/apps/renderer/src/hooks/useMeetingTranscription.ts:342; apps/x/packages/core/src/voice/whisper/streaming.ts:7","Tested","Pass (traced)","","",""
"F503","Transcription","Local diarization beta toggle","As a user, I want to opt into on-device speaker labels for local meetings, so that I get attribution without using the cloud.","When meeting provider is on-device, a ""Local diarization (beta)"" toggle persists diarization.enabled+betaUI; it advertises anonymous on-device labels that fall back to none when uncertain.","apps/x/apps/renderer/src/components/settings/transcription-settings.tsx:622; apps/x/apps/renderer/src/components/settings/transcription-settings.tsx:197","Deferred","Issue found","E56","Deferred (see ERRORS.md) — unreachable/unshipped surface; product decision","Deferred — documented, not changed"
"F504","Transcription","On-device diarization engine","As a user, I want local meeting speakers grouped anonymously with later refinement, so that labels are accurate yet privacy-safe.","The Diarizer embeds each speech segment, assigns speakers via online clustering (with weak channel fallback), runs a trailing refinement pass that re-centroids and emits correction patches, keeps embeddings in memory only, and labels unknowns rather than guessing.","apps/x/packages/core/src/voice/diarization/diarizer.ts:63; apps/x/packages/core/src/voice/diarization/diarizer.ts:175","Tested","Pass (traced)","","",""
"F505","Transcription","Headphone vs speaker mic-gating","As a user without headphones, I want my mic muted while system audio plays, so that the other party's voice isn't double-captured through my speakers.","detectHeadphones heuristically inspects the default output label; with speakers, when system-audio RMS exceeds a threshold the mic channel is zeroed, while headphones pass both streams through unmodified.","apps/x/apps/renderer/src/hooks/useMeetingTranscription.ts:34; apps/x/apps/renderer/src/hooks/useMeetingTranscription.ts:556","Tested","Pass (traced)","","",""
"F506","Transcription","Meeting silence auto-stop","As a user, I want meeting recording to stop itself after prolonged silence, so that I don't leave it running forever.","Any transcript (cloud or local final) resets a 2-minute silence timer; on expiry the onAutoStop callback toggles recording off.","apps/x/apps/renderer/src/hooks/useMeetingTranscription.ts:28; apps/x/apps/renderer/src/hooks/useMeetingTranscription.ts:476","Tested","Pass (traced)","","",""
"F507","Transcription","Provider tiering and fallback","As a user, I want the app to pick the best transcription provider and gracefully fall back, so that voice/meetings keep working under privacy, capability, or quota limits.","resolveVoiceProvider/resolveMeetingProvider apply user override to remote default to default, downgrade local to cloud on unsupported devices, return ""none"" under local-only on incapable hardware, and switch cloud to local on exhausted meeting quota (BYOK never metered), tagging a reason.","apps/x/packages/core/src/voice/voice.ts:264; apps/x/packages/core/src/voice/voice.ts:289","Tested","Pass (traced)","","",""
"F508","Transcription","Meeting note provenance frontmatter","As a user, I want each meeting note to record how it was transcribed/diarized, so that I can trust whether audio was uploaded and which engine labeled speakers.","start() computes provenance (transcription_provider/model, diarization_provider/mode, audio_uploaded, speaker_identity_persistence) from the resolved provider+config and writes it into the note's YAML frontmatter.","apps/x/apps/renderer/src/hooks/useMeetingTranscription.ts:305; apps/x/apps/renderer/src/hooks/useMeetingTranscription.ts:78","Tested","Pass (traced)","","",""
"F509","TTS","Spoken assistant responses","As a user, I want the assistant to read its answers aloud, so that I can listen hands-free.","When TTS is enabled, streamed text-delta is scanned for voice tags and each extracted segment is queued to speak via window.ipc voice:synthesize and played as audio.","apps/x/apps/renderer/src/App.tsx:2510; apps/x/apps/renderer/src/hooks/useVoiceTTS.ts:90","Tested","Pass (traced)","","",""
"F510","TTS","TTS enable toggle","As a user, I want to turn spoken output on or off, so that I can silence the assistant when needed.","The composer TTS toggle flips ttsEnabled (and a ref read mid-stream); turning it off immediately cancels any in-flight/queued speech.","apps/x/apps/renderer/src/App.tsx:1140; apps/x/apps/renderer/src/App.tsx:7277","Tested","Pass (traced)","","",""
"F511","TTS","TTS summary vs full mode","As a user, I want to choose whether the assistant speaks a summary or the full text, so that I control verbosity of spoken output.","ttsMode (summary|full) is selectable and passed to the run as voiceOutput when TTS is enabled, steering how much the model emits in voice tags.","apps/x/apps/renderer/src/App.tsx:1151; apps/x/apps/renderer/src/App.tsx:3013","Tested","Pass (traced)","","",""
"F512","TTS","TTS playback queue with prefetch","As a user, I want spoken chunks to play back-to-back without gaps, so that listening feels continuous.","useVoiceTTS queues text, synthesizes sequentially, pre-fetches the next chunk while the current one plays, and cancel() clears the queue/prefetch and pauses current audio.","apps/x/apps/renderer/src/hooks/useVoiceTTS.ts:46; apps/x/apps/renderer/src/hooks/useVoiceTTS.ts:96","Verified","Issue found","E62","E62: On cancel resolve/abort the pending playAudio promise so the loop unwinds.","Verified — build green + adversarial code re-review"
"F513","TTS","TTS provider routing (Solomon vs ElevenLabs BYOK)","As a user, I want speech synthesized through my account proxy when signed in or my own ElevenLabs key otherwise, so that TTS works in both modes.","synthesizeSpeech routes signed-in requests to the Rowboat proxy (Bearer + idempotency key) and signed-out requests directly to ElevenLabs using config/elevenlabs.json, defaulting voiceId and eleven_flash_v2_5, returning base64 audio/mpeg.","apps/x/packages/core/src/voice/voice.ts:46; apps/x/apps/main/src/ipc.ts:1270","Tested","Pass (traced)","","",""
"F514","TTS","TTS availability detection","As a user, I want the read-aloud control to show only when TTS is configured, so that I'm not offered an unusable feature.","ttsAvailable is set true when an ElevenLabs config exists or the Solomon account is connected, gating the composer TTS controls.","apps/x/apps/renderer/src/App.tsx:1006; apps/x/apps/renderer/src/App.tsx:7276","Tested","Pass (traced)","","",""
"F515","Voice Commands","Spoken command parsing","As a user, I want my spoken phrases interpreted as actions, so that I can drive the app by voice.","parseVoiceCommand maps phrases to intents - archive/label-as/snooze/mark-waiting/unsubscribe (email.triage), create rule, start/stop recording, reply, write/type (text.insert), else app.openCommand - and flags email.triage actions as requiring confirmation.","apps/x/packages/core/src/voice/commands/parser.ts:10; apps/x/apps/main/src/ipc.ts:1273","Tested","Pass (traced)","","",""
